NodeId:14	0.187270439865,20,36,39,44,62,98
NodeId:8	0.21196166015,20,13,41,59,87
NodeId:5	0.351255711921,19,2,9,24,50,61,81,98
NodeId:17	0.460016686087,18,18,39,41,53,63,72,79,99
NodeId:23	0.497447869334,0,92,99
NodeId:16	0.580539920457,17,45,52,67,80
NodeId:11	0.621738323238,15,6,28,40,49,51,67,89
NodeId:6	0.627674574663,14,15,22,58,80
NodeId:0	0.699743639058,13,1,15,66,96
NodeId:4	0.731308083809,16,24,42,46,86
NodeId:3	0.748286714954,12,30,42,45,86
NodeId:25	0.774101117027,0,63
NodeId:26	0.806789666401,0,15,23,28,64
NodeId:30	0.828141366339,0,80,84,95
NodeId:28	0.852416225949,0,21,25,72
NodeId:35	0.356080644529,0,12,18,62,64,65,66,83,91
NodeId:36	0.711050168347,0,12,20,30,34,61,75,77,99
NodeId:13	0.86861684863,7,25,32,33,35,76
NodeId:19	0.877016659722,9,27,33,37,45,92
NodeId:29	0.87897041862,0,18,23,31,36,86
NodeId:40	0.691186028507,0,7,71,72,73
NodeId:10	0.894544543484,11,4,6,38,67,78,80
NodeId:42	0.498167600567,0,36,45,70,89,99
NodeId:41	0.901428900842,0,44,45,49,66
NodeId:44	0.543922220814,0,17,37,38
NodeId:12	0.933469790139,5,24,28,50,55,67,85,98
NodeId:46	0.813746161751,0,78
NodeId:47	0.426751512898,0,5,14,52,70,73
NodeId:43	0.952484840275,0,4,21,24,56,67,68,80,86,90
NodeId:50	0.802972882662,0,0,20,46,68
NodeId:51	0.941194029929,0,38,45,61,71
NodeId:52	0.787145241676,0,27,31,64,91
NodeId:53	0.529594937561,0,2,13,65,78,95
NodeId:54	0.597599125085,0,12,69,77
NodeId:55	0.631823599565,0,10,19,22,25,51,58,62
NodeId:56	0.474355868251,0,29,36,80,96,98
NodeId:57	0.81661560664,0,86,94,96,98
NodeId:58	0.841119820008,0,16,38,71,73,78
NodeId:59	0.408382182559,0,10,24,69,92
NodeId:60	0.487838917767,0,14,49,53,56,65
NodeId:61	0.635353850546,0,6,9,18,20,99
NodeId:32	0.953373183432,0,2,3,6,27,47,69,71,91
NodeId:24	0.962247922101,0,9,10,18,38,55,93,94
NodeId:18	1.00196381518,6,52,61,62,87
NodeId:65	0.991319737378,0,27,88
NodeId:66	0.978017463076,0,8,19,72,81,83,98
NodeId:67	0.632907000607,0,2,26,30,31,32,45
NodeId:68	0.906491664209,0,1,6,19,28,40,81,85
NodeId:69	0.826583431636,0,12,22,42,46,55,72,88
NodeId:2	1.00990366976,10,31,63
NodeId:34	1.01519792758,0,0,7,77,78
NodeId:64	1.02376691357,0,3,27,28,31,33,39,78
NodeId:73	0.430355550994,0,41,50,51,84,92
NodeId:74	0.324044173902,0,35,54,84
NodeId:75	0.340567011773,0,29,34,37,51,54,65,85,91
NodeId:76	0.944938090534,0,9
NodeId:77	0.54751503023,0,0,5,32,37,40,41,44,69,79,83,85,86,87
NodeId:62	1.02525519869,0,11,22,33,91
NodeId:79	0.972796610769,0,0,26,43,74,90
NodeId:33	1.02712639844,0,2,56,58,86
NodeId:81	0.485601185885,0,5,21,26,78,93,96
NodeId:82	0.674404454603,0,2,23,24,32,52,53
NodeId:7	1.03506110595,8,12,21,38,57,93
NodeId:84	1.06294133893,0,9,21
NodeId:85	0.657944884383,0,32,54,57,64,69,90,99
NodeId:22	1.07322072852,0,25,65,72,83,97
NodeId:87	0.350799897961,0,8,19,20,27,30,47,54,63
NodeId:38	1.16680278901,0,30,41,98
NodeId:89	0.486694981168,0,16,32,35,38,40,57,58
NodeId:90	0.934735454543,0,1,26,52,93,96
NodeId:91	0.674393974965,0,12,24,66,81,95
NodeId:20	1.18687091129,20,7,94
NodeId:93	0.990298630771,0,15,43,66,75
NodeId:94	1.08815295986,0,4,17,20,90
NodeId:39	1.19246967457,0,31,43,68,71,92
NodeId:96	0.747424872827,0,12,13,24,31,60,74
NodeId:97	1.17147242219,0,37,50,62,89
NodeId:98	1.08232816059,0,5,13,15,28,49,66,92,94
NodeId:99	1.17076294007,0,1,83
NodeId:31	2.37688266319,1,29,36,46,49,54,62,70,85
NodeId:72	2.15966407007,2,10,49,51,92,93,95
NodeId:63	1.84382760508,3,3,64,65,72
NodeId:9	1.81686933109,4,33,39,41,43,51,69,80
NodeId:78	1.74516426806,5,13,19,34,82
NodeId:92	1.72577586874,6,22,34,39,57
NodeId:71	1.665385168,7,15,16,45,84,97
NodeId:45	1.53305872479,8,18,53,58,83,86,90
NodeId:95	1.5047188186,9,76,88
NodeId:21	1.46082012424,10
NodeId:86	1.43083841228,11,11,60,71,95
NodeId:37	1.39640399793,12,40,59,71,97
NodeId:88	1.3935918392,13,21,26,44,50,55,82
NodeId:27	1.39275772124,14,32,68,70,92
NodeId:83	1.3189699547,15,1,4,10,18,27,29,70
NodeId:70	1.28991463258,16,20,63,99
NodeId:1	1.28170650747,17,37,72
NodeId:15	1.27193533686,18,47,70,79,95,97
NodeId:49	1.23006442201,19,2,29,31,39,84
NodeId:80	1.19840113524,20,31,79
